Pol0,Pol45,Pol90,Pol135,Pol_Ratio_0_90,Pol_Diff_0_90,PlasticType
194.87134693539562,168.01304306114,131.70531049933206,156.58476182439938,1.479601287120339,63.166036436063564,PE
186.96288590298505,163.42990507173008,149.88532544847723,153.87521639217323,1.2473728521692615,37.07756045450782,PE
165.78869746825617,183.46274796898874,141.98350862192416,147.36707863259227,1.1676616466051761,23.805188846332015,PE
163.29330051045173,164.960767719373,123.20136186369095,155.6141084852603,1.325417982725858,40.09193864676078,PE
185.71968258673328,156.59126576951476,131.4288884989092,148.35816397484683,1.413081132374293,54.29079408782408,PE
164.7691585461554,161.01219798750117,136.48263185948284,147.89085214168577,1.2072536725097394,28.286526686672573,PE
183.44867305600116,148.7270809102001,143.42211016558727,149.06674772125413,1.279082233863394,40.026562890413885,PE
180.1010495480213,161.03183719487626,153.2542830614025,149.38117236777143,1.1751779196661176,26.846766486618804,PE
175.2133083345911,152.88905717263967,150.39945233886323,143.7788055281607,1.164986345427775,24.813855995727863,PE
172.10128431518183,150.20846280085203,148.58717943293152,135.4559029246891,1.158251236560177,23.514104882250308,PE
186.7174381925073,170.373997930832,122.5409119376416,146.19893661891123,1.5237151024918416,64.1765262548657,PE
180.15731397932635,152.37099739659155,150.11729191723228,150.67570908821057,1.2001103382457547,30.040022062094067,PE
187.28754196012815,156.15567391322622,142.38630277965063,143.52492085366194,1.3153480236786839,44.90123918047752,PE
175.07275530898417,151.8615039957075,123.74936305601985,162.84088670435517,1.4147366175107572,51.323392252964325,PE
190.4416840683625,151.2771473501303,130.18307317693436,152.35255008829785,1.4628759286511042,60.258610891428134,PE
178.9184045846682,184.15238108563514,142.35285249686666,142.48616186951028,1.2568656085666172,36.565552087801535,PE
184.26936361452377,151.34729778609565,123.1443022009241,135.85993550088216,1.496369383894572,61.12506141359967,PE
193.45582920180843,177.3699818598153,153.24765783072246,143.3732222927645,1.2623738068186332,40.20817137108597,PE
184.8358556054857,156.8539147954261,153.66698075135795,142.20436307597654,1.2028339120201808,31.16887485412775,PE
181.76615405499268,161.38022372189255,141.89480748871873,147.76321201357305,1.280992287680745,39.87134656627396,PE
177.5111756516446,160.8528570850485,119.60858050392177,132.12150476567356,1.48410067993261,57.902595147722835,PE
176.52896590422355,166.65916095058267,156.44847058582803,145.59659347819093,1.1283521356469848,20.08049531839552,PE
161.2817966116588,172.26204626436956,152.21375368242784,159.0530693229803,1.0595743992238056,9.068042929230955,PE
172.76425623394965,178.4758627876636,138.20426429765325,140.7831072705125,1.25006458456205,34.5599919362964,PE
182.15474709294892,162.48912777658668,162.85399812291834,153.44099559722562,1.118515659378917,19.300748970030583,PE
172.23081089650566,171.84483852471928,131.6880906164194,158.39628945707935,1.307869300027889,40.54272028008626,PE
184.00853516607293,174.04911872680003,124.93860327089148,130.82320333066167,1.4727916780621135,59.069931895181455,PE
180.03527252864504,163.2652327937594,122.86624708949904,158.00684688164276,1.4652947965237562,57.169025439146,PE
180.77614991658155,170.57684565340526,163.66908814020047,138.4946118180541,1.1045222526182037,17.107061776381073,PE
197.78097507209452,160.10958879863523,128.06921800124243,144.3972065689091,1.54432874783522,69.71175707085209,PE
181.5981583398763,161.22413219172097,123.87736774778361,147.70261254793988,1.4659510582240751,57.7207905920927,PE
175.9476302632799,145.3595040649064,166.25914418344922,152.6753039495238,1.058273402809896,9.688486079830682,PE
185.82315948474604,144.2660552170119,138.59147049820118,155.95525154569353,1.3407979496628395,47.23168898654487,PE
158.12905321487656,157.8510569157455,149.0224655884648,138.42683648245045,1.0611088240316746,9.106587626411766,PE
177.62245436698808,155.5922745560376,163.83121094965145,150.77195666321123,1.084179585424507,13.79124341733663,PE
172.9274947596301,145.76376082360085,151.80492853114387,154.12568733161416,1.1391428225214228,21.12256622848622,PE
180.95875581200409,150.44163408654822,150.1024644640771,146.23861468781556,1.205568186092718,30.856291347926998,PE
169.42925922577743,162.3259765408286,150.6212804186203,155.95118489013876,1.1248693329049142,18.807978807157127,PE
193.1249632723464,153.4628668202324,138.67160964113376,164.6534158838933,1.39267845647809,54.45335363121265,PE
172.87481531271172,169.53374194454005,124.05341069007369,157.9781917903501,1.3935514900481858,48.82140462263803,PE
201.49181535919996,142.44658862627844,128.78140522505154,152.90899009983139,1.5646033292390586,72.71041013414842,PE
187.0524334422589,167.68006022560147,140.75675972079452,168.21885792474953,1.3289055091442612,46.29567372146437,PE
187.2822246604871,157.09448423079192,150.0954195774641,150.58261604360905,1.2477544297334864,37.18680508302299,PE
188.248101709588,162.19389727140666,143.04370586830152,152.55792126579334,1.3160180699100847,45.2043958412865,PE
178.76624070587926,170.44395476918146,142.67293119601408,163.91554602742139,1.2529793788302959,36.09330950986518,PE
177.16080815149752,169.7502488307835,150.01373027181933,140.43741724453002,1.1809639546359436,27.147077879678193,PE
174.08935084391544,178.9011463658934,155.18110900099427,161.24141202791458,1.1218462863466199,18.90824184292117,PE
187.07048513783803,166.42831308783678,149.14864228026417,159.42956070071776,1.2542553675166228,37.921842857573864,PE
174.62599831347282,171.34970331120556,145.02949565042056,143.02988202015777,1.204072299433432,29.596502663052263,PE
172.99567542758547,139.79786368564623,149.96679356177333,152.49668596908373,1.1535598736151296,23.02888186581214,PE
173.70996228525996,163.63089782437288,128.9550304373014,154.05832125179444,1.3470584411960467,44.754931847958574,PE
191.12297247875014,169.98780563667188,157.14813204845018,139.86361238516088,1.2161962728250897,33.97484043029996,PE
190.44652684671667,157.41151342580974,129.54818694366256,147.35019677397108,1.4700825333011982,60.89833990305411,PE
195.18754747495692,153.57487996007512,130.88174206986176,153.19533427201193,1.4913275479689914,64.30580540509516,PE
171.0514172449454,167.79377842627974,148.9459468061274,156.67228355447602,1.1484127021434907,22.105470438818003,PE
168.26866286196906,170.530252987748,127.23674915242421,143.87411365765868,1.3224847693993689,41.03191370954485,PE
164.795521029159,163.68549354729387,139.82885796428008,146.3736722552466,1.1785515767514656,24.96666306487893,PE
190.47094698539294,131.34681709108656,133.1631382274901,144.00692666687408,1.4303579017490613,57.30780875790285,PE
175.12051358482154,166.20080001050806,122.22668245388543,144.68481814153523,1.4327519169220049,52.89383113093611,PE
162.14859781998658,144.73087045925962,156.667636050371,157.7692573495625,1.0349846458898082,5.48096176961559,PE
189.53471473094464,143.75100488970955,159.8032173182209,171.6405086868832,1.186050681029272,29.73149741272374,PE
176.18774737127939,163.8595338296587,140.0141867531128,145.19335743339093,1.258356395569768,36.17356061816659,PE
181.3970327198284,172.13567330419502,130.76320280866034,148.32608127091711,1.3872177250450048,50.63382991116805,PE
181.33701214555072,146.1214314155019,129.4926120062343,158.64974339250466,1.400365699139812,51.844400139316406,PE
170.17916640692425,166.2472805256122,146.16544881521438,152.1682221887825,1.1642913409862583,24.013717591709877,PE
197.8357733727334,168.5648638889999,172.98102368294585,144.37049894686356,1.143684834096851,24.854749689787553,PE
171.8667368836688,161.47085619284059,148.2526987581651,141.18878342502924,1.1592823491464646,23.614038125503697,PE
189.6698556974273,154.59080011166705,138.27748410219954,140.40725079712928,1.371661170500066,51.39237159522776,PE
182.42354548284803,166.32666448909188,136.54855136018548,167.0401613863712,1.3359610458382254,45.87499412266254,PE
186.13296368313289,178.1069382742572,149.8504367333108,158.9274835662354,1.2421249329716282,36.282526949822085,PE
174.16381776539203,160.89282147313793,137.61702996091446,147.06137231915739,1.2655687876337505,36.54678780447756,PE
172.53550386193868,156.92814131716528,144.61744149733178,154.29578347575844,1.1930476855042549,27.918062364606897,PE
184.70238181228038,166.47417414918192,128.68128285518947,168.18624133554147,1.4353476878228968,56.02109895709091,PE
167.65859648661362,155.79960110662617,140.55522209648547,163.73793735242418,1.19283078910809,27.103374390128153,PE
187.64323959078826,160.210213451437,129.10838510802816,133.89737028169282,1.4533776364237114,58.534854482760096,PE
181.19467095412946,172.976140445197,133.78184358941093,153.6221222303523,1.3544040513467057,47.41282736471854,PE
193.36055980800535,171.35593273578908,131.79121034220535,144.12784297520471,1.4671734124448115,61.5693494658,PE
170.26767064936837,161.23380326287702,136.9032058599354,158.59763387679058,1.243708425817054,33.36446478943296,PE
173.56832735925914,170.79339951727798,146.07113825590608,160.97671979338102,1.1882451895129342,27.497189103353065,PE
202.34091814421768,177.31769851180832,155.97536163073235,157.46420256268703,1.29726205490874,46.36555651348533,PE
179.8125685220186,144.59828673566193,123.82182657290164,145.35409467724452,1.4521879825133392,55.990741949116966,PE
188.27462745533995,161.69939674540714,137.98205854695485,157.4888854904227,1.3644862921890002,50.29256890838511,PE
157.39618480513747,170.28728502004273,142.6181973034672,152.11156059386573,1.1036192279883135,14.777987501670253,PE
184.44524524475614,144.09357217268794,148.32792298092048,154.04486668782343,1.2434964471826486,36.11732226383566,PE
175.62161855018763,164.24868930876522,129.58026106926542,141.860394952897,1.35531150424455,46.041357480922215,PE
178.6778197844781,145.19049252936398,137.5305608859567,151.5322326949532,1.299186294547592,41.147258898521386,PE
186.81226257839762,172.21416946017382,126.47368950864976,156.2743455155228,1.4770839951310284,60.338573069747866,PE
178.40592689619575,170.0837856439133,129.75014885333667,150.5550921484066,1.3749959323580987,48.65577804285908,PE
175.9576246091152,167.0422204697104,121.43194491016021,147.6977533861604,1.4490225347151862,54.525679698954974,PE
176.11622776922027,164.52070112999087,130.13111223167633,167.08684563258566,1.3533752593743706,45.98511553754395,PE
167.2625283006668,151.0258344362609,122.86468829453868,164.18309882957513,1.3613555743509878,44.397840006128106,PE
175.68113387563795,161.79072003192897,153.50840867504107,139.78148689711514,1.144439808815515,22.172725200596886,PE
164.59748738609187,160.88867581255968,128.29344403665044,141.3744637598087,1.2829766058744998,36.30404334944143,PE
188.62153586221825,163.38867415147845,127.09354389316987,142.4086041829956,1.4841157944322219,61.52799196904839,PE
176.71799497104396,173.8574883656303,119.49829353092487,150.33908315592998,1.4788327912424226,57.219701440119096,PE
197.6729471936759,172.85647143735162,152.8203181648067,162.6386392241175,1.2934991208466047,44.85262902886919,PE
169.62128808446988,166.27095707721688,143.30782173558424,156.13711772340008,1.1836150046117953,26.31346634888564,PE
171.6250855328934,158.88141503109213,123.91103043909112,151.1014354015873,1.3850670511311443,47.71405509380227,PE
172.54424250437148,143.03846816403333,154.0292568416468,141.94778472731858,1.1202043432681066,18.514985662724683,PE
194.58729567032887,173.50047890105898,158.3506580398122,141.88729676254536,1.2288379352449936,36.23663763051667,PE
174.75187386937384,166.06775513708956,126.65588108340714,163.0982387641515,1.3797375406065344,48.0959927859667,PE
201.6977835798819,170.30834461289567,145.9599784078431,160.31026881112285,1.3818704673708266,55.737805172038804,PE
176.88886923176972,156.6256160680377,156.17780674013736,134.54183303650908,1.1326120716120267,20.71106249163236,PE
179.51326007905092,155.27809025182992,142.25543962342647,175.89498963058668,1.261907878913116,37.257820455624454,PE
195.1062317698287,150.6040467143323,141.62557691580326,124.09902067253915,1.3776200317674243,53.48065485402543,PE
177.17333941240534,186.71477093712926,146.94699218801063,154.5514319993604,1.2056955829740412,30.226347224394715,PE
180.265154839195,157.7508775288898,150.78018583422556,148.35119555090714,1.1955493610903658,29.48496900496943,PE
142.85708801532553,155.7754294342743,131.9328080685788,149.38906058720872,1.0828018451715837,10.924279946746736,PE
179.76966960099176,176.4302044369356,145.4602601212504,155.3631876139366,1.2358679233155658,34.30940947974136,PE
183.80924197081,183.2815723998986,151.57420626103038,143.31324708769836,1.212668345788773,32.23503570977962,PE
192.59122979280468,150.0620098210593,129.98310453097002,141.98479027552858,1.4816635630280512,62.60812526183466,PE
178.96643852002728,143.41683360457068,146.13373668360555,144.69631806649377,1.224675715420238,32.832701836421734,PE
173.0911498930505,172.13079260812577,152.94653816408356,140.7450811318219,1.1317101516044479,20.144611728966936,PE
172.2510237170188,168.51946579309694,144.37341229808288,146.39790374498108,1.1930938042897952,27.877611418935913,PE
182.7330048234777,156.02526785486512,148.71753144082624,160.7504801172458,1.2287253765786585,34.015473382651464,PE
185.66914537379552,165.0646284859543,139.30844221257752,163.66491203772617,1.3327917707275339,46.360703161218,PE
183.65470501759233,168.49624996556994,157.28687642510334,139.98611128852136,1.1676416315956581,26.36782859248899,PE
166.54273277931213,167.18007824119505,125.02811445774459,152.3497567790555,1.3320422650666952,41.51461832156754,PE
178.96719017365976,165.4925828896848,138.36341611761523,155.1448129277902,1.2934574412468212,40.60377405604453,PE
183.0445255720072,160.0801172180347,135.1613436208492,156.63433232274875,1.3542668389379031,47.88318195115798,PE
181.00138327794076,136.85589200156969,143.1700808560317,147.2087904841842,1.2642402811796363,37.83130242190907,PE
164.31121469697405,153.82615593604152,127.18594415774045,148.36031714916305,1.2918975896675307,37.1252705392336,PE
181.35550527949653,145.42792198490383,157.12442210289169,162.1987097934069,1.154215893699436,24.23108317660484,PE
156.08548013884698,152.77915360212194,139.63842154480645,147.26226484368095,1.1177831889825758,16.447058594040527,PE
199.12293866314494,156.6439952740044,123.91975379990659,151.03989583978043,1.606870031267727,75.20318486323835,PE
175.49334610955088,180.89562158869117,134.42352573707444,150.6809377863486,1.305525540617101,41.06982037247644,PE
155.37600943616067,166.25490239132833,138.37929607337776,144.72047688732152,1.1228269968490816,16.996713362782913,PE
182.0128990090867,158.12306392686088,134.1358311510189,159.3408099080796,1.3569297438815187,47.87706785806782,PE
197.60390203437905,154.02729696331699,133.32462820119343,132.45396155331144,1.4821260310299536,64.27927383318561,PE
194.6923062305835,168.4943224661887,149.64486694266904,144.41703276733037,1.3010289641620167,45.04743928791447,PE
182.65045383989496,129.52585534832033,135.35989292192411,142.5799325844079,1.3493690774803446,47.29056091797085,PE
163.15353289040445,168.95420918364908,132.11474456426456,153.23806161266054,1.2349381095085998,31.038788326139894,PE
177.70330581863735,159.7890175621291,146.28256646850508,138.08943072588954,1.2147948324170073,31.420739350132266,PE
185.47705417796556,160.27011534337947,126.4514987914653,162.32284264198864,1.466784150054567,59.02555538650026,PE
178.01178986484456,149.71769937949568,129.74916306090248,143.3695574883025,1.3719686945594267,48.262626803942084,PE
184.2405035419454,138.74912435642264,153.49678884255596,139.26451841111967,1.2002889762790006,30.743714699389443,PE
186.12753145693472,173.6321651418654,133.18569010345016,133.0297109667667,1.3975039759328702,52.94184135348456,PE
172.33587873474457,165.20835281795948,137.38652959642548,151.96351714430668,1.254387014804022,34.94934913831909,PE
181.93596552845798,159.8995815897531,143.27999217938407,148.5852728623562,1.2697932402221053,38.65597334907392,PE
174.11668587844616,157.63494944525226,144.0231332254718,144.1601517755181,1.2089494373508882,30.093552652974353,PE
188.27013609514248,159.2316877034698,143.65115998553685,145.83144307867718,1.3106064449051298,44.618976109605626,PE
189.74837823336415,152.39153398023592,127.651859177977,146.45666590057468,1.4864521320352244,62.09651905538715,PE
181.21312628557692,150.2861432965252,152.1498677061062,120.67503475121651,1.1910173108767306,29.063258579470727,PE
173.08734474344666,177.09225987646494,137.93902467272048,148.57644484050914,1.2548105596231411,35.148320070726186,PE
189.10817754531462,180.6879382541943,152.93695352746886,166.16972242919795,1.236510687466709,36.17122401784576,PE
171.8734108221422,152.09525481103162,142.77547690442844,154.88489588912472,1.2038020432401808,29.09793391771376,PE
181.13020760438127,157.21881720149597,140.67820461045966,140.55908555948378,1.287549895208955,40.45200299392161,PE
163.76990096162405,166.16130404545916,143.2399798292605,156.53369630393163,1.1433253562087542,20.52992113236354,PE
180.10558462332767,165.83514623403687,133.3802161462284,141.24391150356865,1.3503170847007246,46.725368477099266,PE
172.86915587105463,160.71697699966745,152.22874450882796,152.60418973362655,1.1355881336919895,20.640411362226672,PE
194.66865398251394,162.2755721510507,142.12014185235523,162.99749440703488,1.3697471128670131,52.54851213015871,PE
172.72938437479692,180.0946651913829,106.91260644877931,144.67954850798452,1.6156128833838665,65.81677792601761,PE
179.80394192940614,154.37734494036187,146.3212886662312,158.93725270192343,1.2288296772696634,33.48265326317494,PE
170.87366463452116,165.47860323959503,149.23360702406302,143.49662218270998,1.1450079378364741,21.640057610458143,PE
182.72697861816448,144.4915685882453,133.3460276052749,143.08871357987667,1.370321875347235,49.38095101288957,PE
184.17058209349202,145.30093309334507,135.36052821637813,149.36057892231415,1.360592962514814,48.81005387711389,PE
172.5838918293936,160.09244719206686,130.31574637921412,155.36582591526886,1.3243517888251255,42.268145450179475,PE
194.50481289980235,164.8814595608033,139.51842510053143,143.84850334960592,1.3941155998546422,54.986387799270915,PE
175.84661549891595,171.12415046704734,127.9522208174482,165.15272482338318,1.3743146807103848,47.89439468146776,PE
192.45213151724278,167.36319939089927,140.3911047537884,144.74727974533772,1.3708285283085182,52.06102676345438,PE
184.8989090063093,176.33405278882321,133.48444358271098,148.68035913667666,1.385171964939423,51.41446542359833,PE
185.7193712453254,168.3020224408726,146.4006646151219,143.09326774918796,1.2685691812504394,39.31870663020348,PE
188.50807895645514,171.62045180450482,130.38785683562386,146.93609341715958,1.4457487340565902,58.12022212083127,PE
190.02547284965445,149.87043663365506,139.35871156247362,159.1631364885526,1.3635708217958606,50.66676128718083,PE
176.0722198945047,154.13813026126982,124.95358751053476,142.939015453438,1.4091009582230696,51.11863238396995,PE
184.2753140051206,155.8395040594004,139.3658104826622,147.02314298208975,1.3222418996949425,44.90950352245841,PE
182.91364213819773,149.36819129098862,137.43596330071668,145.14426667697515,1.3309008628110943,45.47767883748105,PE
167.3882069579652,156.81725977359295,130.55039768155186,150.81311187827833,1.2821730912399887,36.83780927641334,PE
181.94151665916743,169.72626176790453,158.76634288693126,141.2959784794614,1.1459703193436965,23.175173772236178,PE
194.32622470741057,154.23150245690255,148.3017124023577,148.68165039383925,1.3103437685209167,46.024512305052866,PE
174.83564195024897,153.56956965118317,142.19961422320068,163.17135315145708,1.2295085532076186,32.63602772704829,PE
174.50477298558854,151.71780389161665,134.28978030676956,152.24715893227915,1.2994642822927587,40.21499267881899,PE
188.08994237601988,145.11295503680583,137.62050824297296,146.965562861157,1.3667290200959124,50.46943413304692,PE
174.79519546002527,171.0537264290766,129.33811382852352,159.04954023609116,1.351459289809721,45.45708163150175,PE
159.56634939777513,171.3855596609689,149.76414627870014,145.39812466449808,1.0654509331013966,9.802203119074989,PE
166.7566973876686,148.09978193334456,143.47754974932025,155.96600688324912,1.1622494089076723,23.27914763834835,PE
168.8501664220786,141.26097105607224,127.159431801035,132.11589962363263,1.3278619134306657,41.69073462104359,PE
182.15571036839913,159.8014674366978,143.08353974183225,139.0773774859611,1.2730724351456875,39.07217062656687,PE
172.57314919909356,168.5728058017367,162.678954162423,147.02556931669807,1.060820375245294,9.894195036670567,PE
191.17626238450643,148.79099705953342,150.7678326903197,157.4058526790545,1.2680175802300382,40.40842969418674,PE
187.84155281610728,156.28544274606764,129.1464208284764,148.1096822440423,1.4544851619665542,58.69513198763087,PE
188.07041959060822,156.1848705791278,109.31449355098653,146.16797304904665,1.7204527366985267,78.7559260396217,PE
183.55860559330696,140.56508889938377,134.24676620025704,153.6128942933568,1.3673223630541016,49.31183939304992,PE
179.01174034264616,166.7262376295759,151.75699691347586,148.36577174368304,1.1795946413245748,27.254743429170304,PE
174.63056808691,170.41578036315263,129.1663258117253,148.34910716853435,1.3519821593551715,45.46424227518469,PE
181.83009278210588,160.72613630670756,128.82108881247717,182.94731207515193,1.4114932148011345,53.00900396962871,PE
184.71208561081593,166.89119927839764,138.90255671572632,163.52107767215128,1.3297961533482927,45.80952889508961,PE
189.4051925320607,169.47278507662372,124.08236357928705,155.93821064958723,1.526447329567777,65.32282895277366,PE
176.66528650670386,162.91738802336008,152.33652645627976,140.70220789844393,1.159704048768674,24.32876005042411,PE
196.6372020893615,156.2104902471446,138.07036050388365,144.64874894212255,1.424181130343543,58.566841585477846,PE
165.08343402001498,158.01648799190914,130.8947028825478,167.33246477573633,1.2611926257103379,34.18873113746719,PE
174.04609977821937,149.54931346489664,129.78480172878568,140.47119512363858,1.3410360647768877,44.26129804943369,PE
195.79240585976888,171.576155394904,143.37427950831477,143.5109085219322,1.365603415976812,52.418126351454106,PE
184.33150068078635,179.11769981242125,146.42346116974159,150.3044291466596,1.258893207469668,37.90803951104476,PE
188.62358042785476,173.49615644795625,132.32957023905453,145.01775236265217,1.4254076400845601,56.29401018880023,PE
163.6928343539507,166.32255843155735,132.23248346410486,153.4119916339875,1.2379169631067688,31.46035088984584,PE
180.96719906050757,151.93975329455668,149.03438745780005,163.5242476176897,1.2142647220377207,31.932811602707517,PE
173.25296909045392,169.8569161073194,136.3763657575262,161.09492523042346,1.27040318260492,36.876603332927715,PE
178.36266046658224,153.8112222911532,135.32785361547008,147.5832548087346,1.3180040597805847,43.034806851112165,PE
171.48647018263998,175.49312565277924,149.98766517589806,141.62511053524807,1.143337153635462,21.498805006741918,PE
168.28601184535313,148.08158336994836,134.82321422433964,144.73164681072774,1.2481975957444016,33.46279762101349,PE
175.73631807917096,158.4622496532717,156.0303491588862,156.38882964103271,1.1262957432737533,19.70596892028476,PE
191.38787375754876,158.19200390132548,143.53480912552303,164.52857980857794,1.3333899625015533,47.853064632025735,PE
175.5368168370568,144.6268564302194,135.0937178304591,149.9973836372788,1.2993706861880379,40.44309900659769,PE
177.70347137186505,172.362620551332,136.7914033073134,161.60748652469013,1.2990836198429754,40.91206806455165,PE
189.8169324869702,158.3419414393732,130.98639990364185,144.83113307877824,1.4491346630383468,58.830532583328335,PE
191.45390748037528,150.86264685573022,138.67402802327243,142.410122494716,1.3806039256914444,52.77987945710285,PE
182.2353617401966,161.64968123242957,155.1544700366121,159.41013159860645,1.1745414856381138,27.080891703584484,PE
182.94218887555328,161.13010904281828,137.2767345901297,160.68999595587465,1.3326525388425647,45.66545428542358,PE
173.70120945643367,166.06291621052665,132.644619237443,156.12918085405488,1.3095232241987633,41.056590218990664,PE
183.9455453673986,154.62493498365106,143.04200446891014,167.43431552718118,1.2859547518951244,40.90354089848847,PE
175.69057510082922,144.00049919160745,153.71703013200272,157.41325723121423,1.142948019161943,21.973544968826502,PE
184.11583047035467,175.08070758201399,140.97553904642942,152.94577455181982,1.3060126013046651,43.14029142392525,PE
187.3938517451958,152.73140598954038,133.88289432663737,136.729034645523,1.3996847968345116,53.510957418558434,PE
180.16882781508355,167.6385875318917,133.27591198605703,147.74003160022724,1.351848395784621,46.89291582902652,PE
182.64587114975586,155.69969935945798,140.06887314443296,142.16778495747178,1.3039718750462093,42.576998005322906,PE
176.79981739207503,143.8574821705597,134.76058036507487,143.19516143614956,1.3119550013298638,42.039237027000155,PE
204.09664719503849,184.183015886097,143.66021320829546,140.6138817772906,1.4206901315057578,60.436433986743026,PE
